started_at,ended_at,member_casual,trip_duration_min,time_of_day
2024-10-05 01:08:29.534,2024-10-05 01:24:00.268,casual,15.512233333333334,Midday
2024-10-05 01:10:01.078,2024-10-05 01:26:16.258,member,16.253,Midday
2024-10-05 01:10:42.096,2024-10-05 01:25:45.488,member,15.056533333333334,Midday
2024-10-05 01:11:12.947,2024-10-05 01:24:01.289,casual,12.8057,Midday
2024-10-05 01:11:53.130,2024-10-05 01:22:10.088,member,10.282633333333333,Midday
2024-10-05 01:23:21.070,2024-10-05 01:33:23.128,member,10.0343,Midday
2024-10-05 01:25:04.940,2024-10-05 01:33:49.385,casual,8.74075,Midday
2024-10-05 01:26:00.623,2024-10-05 01:34:39.570,casual,8.649116666666666,Midday
2024-10-05 01:32:24.130,2024-10-05 02:06:44.499,member,34.339483333333334,Midday
2024-10-05 01:33:52.788,2024-10-05 01:38:46.093,member,4.888416666666667,Midday
2024-10-05 01:39:33.597,2024-10-05 01:43:02.495,member,3.4816333333333334,Midday
2024-10-05 01:42:06.113,2024-10-05 01:59:45.272,casual,17.65265,Midday
2024-10-05 01:45:00.713,2024-10-05 01:47:14.868,member,2.2359166666666668,Midday
2024-10-05 01:47:24.855,2024-10-05 02:11:25.349,member,24.008233333333333,Midday
2024-10-05 01:49:36.124,2024-10-05 01:52:57.375,member,3.3541833333333333,Midday
2024-10-05 01:51:09.584,2024-10-05 01:59:13.120,casual,8.058933333333334,Midday
2024-10-05 01:52:59.967,2024-10-05 01:56:45.100,member,3.752216666666667,Midday
2024-10-05 01:54:04.126,2024-10-05 02:08:41.897,member,14.629516666666666,Midday
2024-10-05 01:54:32.614,2024-10-05 01:59:54.812,casual,5.3699666666666666,Midday
2024-10-05 01:54:37.249,2024-10-05 02:00:01.615,casual,5.4060999999999995,Midday
2024-10-05 01:55:39.909,2024-10-05 02:16:06.911,member,20.450033333333334,Midday
2024-10-05 01:56:07.153,2024-10-05 02:06:24.164,casual,10.283516666666666,Midday
2024-10-05 01:58:13.580,2024-10-05 02:05:02.422,casual,6.814033333333333,Midday
2024-10-05 01:58:41.515,2024-10-05 02:04:28.159,member,5.7774,Midday
2024-10-05 01:59:30.605,2024-10-05 02:09:47.695,member,10.284833333333333,Midday
2024-10-05 02:02:10.779,2024-10-05 02:54:18.102,member,52.122049999999994,Midday
2024-10-05 02:07:16.585,2024-10-05 02:15:10.265,casual,7.894666666666667,Midday
2024-10-05 02:09:35.960,2024-10-05 02:14:39.768,member,5.063466666666667,Midday
2024-10-05 02:11:44.661,2024-10-05 02:18:02.046,casual,6.28975,Midday
2024-10-05 02:14:22.071,2024-10-05 02:32:59.218,casual,18.619116666666667,Midday
2024-10-05 02:14:35.169,2024-10-05 02:27:03.663,casual,12.4749,Midday
2024-10-05 02:15:14.038,2024-10-05 02:23:32.534,casual,8.308266666666666,Midday
2024-10-05 02:18:23.423,2024-10-05 02:22:57.498,casual,4.567916666666666,Midday
2024-10-05 02:24:06.958,2024-10-05 02:31:39.320,member,7.539366666666667,Midday
2024-10-05 02:24:56.782,2024-10-05 02:29:25.571,member,4.479816666666666,Midday
2024-10-05 02:25:36.010,2024-10-05 02:31:31.998,casual,5.933133333333333,Midday
2024-10-05 02:27:58.675,2024-10-05 02:36:52.020,casual,8.889083333333334,Midday
2024-10-05 02:28:15.701,2024-10-05 02:35:56.774,casual,7.68455,Midday
2024-10-05 02:28:56.226,2024-10-05 02:39:14.402,member,10.302933333333334,Midday
2024-10-05 02:32:38.673,2024-10-05 02:55:54.513,casual,23.264,Midday
2024-10-05 02:32:48.875,2024-10-05 02:50:29.781,member,17.681766666666665,Midday
2024-10-05 02:33:19.264,2024-10-05 02:39:08.407,member,5.81905,Midday
2024-10-05 02:34:09.831,2024-10-05 02:34:22.609,casual,0.21296666666666667,Midday
2024-10-05 02:36:16.736,2024-10-05 02:43:25.592,casual,7.1476,Midday
2024-10-05 02:38:16.585,2024-10-05 02:45:12.608,casual,6.933716666666667,Midday
2024-10-05 02:39:10.476,2024-10-05 02:50:40.766,member,11.504833333333332,Midday
2024-10-05 02:48:43.446,2024-10-05 02:54:56.204,member,6.212633333333333,Midday
2024-10-05 02:51:06.685,2024-10-05 03:09:42.461,member,18.59626666666667,Midday
2024-10-05 02:52:59.472,2024-10-05 03:02:34.162,member,9.578166666666668,Midday
2024-10-05 02:53:03.368,2024-10-05 03:08:47.276,casual,15.7318,Midday
2024-10-05 02:53:23.645,2024-10-05 02:55:20.887,casual,1.9540333333333335,Midday
2024-10-05 02:53:41.833,2024-10-05 02:54:36.219,casual,0.9064333333333334,Midday
2024-10-05 02:54:21.819,2024-10-05 02:58:33.782,casual,4.1993833333333335,Midday
2024-10-05 02:56:36.094,2024-10-05 02:57:16.582,casual,0.6748,Midday
2024-10-05 02:58:50.984,2024-10-05 03:04:21.939,casual,5.515916666666667,Midday
2024-10-05 02:59:16.958,2024-10-05 02:59:32.253,casual,0.2549166666666667,Midday
2024-10-05 03:01:50.047,2024-10-05 03:04:37.807,member,2.796,Midday
2024-10-05 03:06:54.675,2024-10-05 03:28:01.098,casual,21.10705,Midday
2024-10-05 03:16:02.971,2024-10-05 05:39:39.686,member,143.61191666666667,Midday
2024-10-05 03:31:07.493,2024-10-05 03:39:23.111,member,8.260299999999999,Midday
2024-10-05 03:34:33.995,2024-10-05 03:37:08.438,casual,2.57405,Midday
2024-10-05 03:41:23.884,2024-10-05 03:45:25.755,casual,4.031183333333334,Midday
2024-10-05 03:50:15.152,2024-10-05 04:20:10.694,member,29.9257,Midday
2024-10-05 03:50:55.665,2024-10-05 04:09:59.557,casual,19.064866666666667,Midday
2024-10-05 03:59:45.793,2024-10-05 04:20:19.421,casual,20.560466666666667,Midday
2024-10-05 04:10:35.783,2024-10-05 04:14:00.075,casual,3.4048666666666665,Midday
2024-10-05 04:22:09.932,2024-10-05 04:31:18.473,casual,9.14235,Midday
2024-10-05 04:28:18.074,2024-10-05 04:46:22.576,casual,18.075033333333334,Midday
2024-10-05 04:52:40.500,2024-10-05 05:25:10.302,member,32.4967,Midday
2024-10-05 05:00:30.710,2024-10-05 05:06:59.465,member,6.4792499999999995,Midday
2024-10-05 05:16:37.090,2024-10-05 05:28:48.717,member,12.193783333333332,Midday
2024-10-05 05:40:34.169,2024-10-05 05:48:03.544,casual,7.489583333333333,Midday
2024-10-05 05:45:12.816,2024-10-05 05:52:50.460,member,7.6274,Midday
2024-10-05 05:47:01.228,2024-10-05 05:49:37.063,member,2.5972500000000003,Midday
2024-10-05 05:47:20.544,2024-10-05 06:01:45.678,member,14.4189,Midday
2024-10-05 05:51:54.468,2024-10-05 05:58:22.010,member,6.459033333333333,Midday
2024-10-05 05:53:42.864,2024-10-05 05:55:59.931,casual,2.28445,Midday
2024-10-05 06:00:35.219,2024-10-05 06:06:16.487,member,5.687799999999999,Midday
2024-10-05 06:12:00.016,2024-10-05 07:03:08.098,casual,51.134699999999995,Midday
2024-10-05 06:19:41.515,2024-10-05 06:32:24.294,member,12.712983333333334,Midday
2024-10-05 06:22:16.349,2024-10-05 06:28:34.788,casual,6.307316666666667,Midday
2024-10-05 06:29:36.831,2024-10-05 07:04:36.063,member,34.9872,Midday
2024-10-05 06:31:19.286,2024-10-05 06:33:26.086,member,2.1133333333333333,Midday
2024-10-05 06:33:39.372,2024-10-05 06:46:37.532,member,12.969333333333333,Midday
2024-10-05 06:36:06.261,2024-10-05 06:51:10.384,member,15.068716666666667,Midday
2024-10-05 06:36:48.216,2024-10-05 06:48:26.790,casual,11.6429,Midday
2024-10-05 06:36:54.027,2024-10-05 06:55:10.065,casual,18.2673,Midday
2024-10-05 06:37:33.974,2024-10-05 06:47:55.253,member,10.35465,Midday
2024-10-05 06:38:32.468,2024-10-05 06:42:35.721,member,4.054216666666666,Midday
2024-10-05 06:43:27.810,2024-10-05 07:03:49.210,casual,20.35666666666667,Midday
2024-10-05 06:53:34.600,2024-10-05 06:58:11.083,member,4.60805,Midday
2024-10-05 06:57:12.804,2024-10-05 07:01:59.290,casual,4.774766666666666,Midday
2024-10-05 06:57:28.621,2024-10-05 07:17:16.860,member,19.803983333333335,Midday
2024-10-05 06:57:49.173,2024-10-05 07:07:13.664,casual,9.408183333333334,Midday
2024-10-05 07:03:35.879,2024-10-05 07:12:05.533,member,8.494233333333334,Morning Rush
2024-10-05 07:04:09.963,2024-10-05 07:04:23.316,casual,0.22255,Morning Rush
2024-10-05 07:07:04.755,2024-10-05 07:31:13.167,member,24.1402,Morning Rush
2024-10-05 07:10:04.145,2024-10-05 07:17:40.235,casual,7.6015,Morning Rush
2024-10-05 07:11:30.360,2024-10-05 07:13:29.573,member,1.9868833333333333,Morning Rush
2024-10-05 07:12:01.842,2024-10-05 07:14:04.127,member,2.0380833333333332,Morning Rush
2024-10-05 07:15:07.409,2024-10-05 07:18:42.992,member,3.59305,Morning Rush
2024-10-05 07:15:53.634,2024-10-05 07:19:55.986,member,4.0392,Morning Rush
2024-10-05 07:16:44.958,2024-10-05 07:29:05.436,member,12.341299999999999,Morning Rush
2024-10-05 07:18:58.931,2024-10-05 07:37:24.800,member,18.43115,Morning Rush
2024-10-05 07:19:51.950,2024-10-05 07:23:48.299,member,3.9391499999999997,Morning Rush
2024-10-05 07:20:37.859,2024-10-05 07:27:52.303,member,7.240733333333334,Morning Rush
2024-10-05 07:21:23.309,2024-10-05 07:33:10.359,member,11.784166666666666,Morning Rush
2024-10-05 07:21:26.609,2024-10-05 07:30:49.889,member,9.388,Morning Rush
2024-10-05 07:24:38.828,2024-10-05 07:34:44.590,member,10.096033333333333,Morning Rush
2024-10-05 07:28:14.240,2024-10-05 07:33:31.232,casual,5.2832,Morning Rush
2024-10-05 07:28:46.929,2024-10-05 07:35:47.525,member,7.009933333333334,Morning Rush
2024-10-05 07:30:05.446,2024-10-05 07:40:26.633,member,10.353116666666667,Morning Rush
2024-10-05 07:33:22.235,2024-10-05 07:57:58.204,member,24.599483333333335,Morning Rush
2024-10-05 07:33:23.511,2024-10-05 07:43:53.878,casual,10.506116666666665,Morning Rush
2024-10-05 07:34:05.499,2024-10-05 07:51:37.506,member,17.533450000000002,Morning Rush
2024-10-05 07:37:34.560,2024-10-05 07:44:38.229,casual,7.06115,Morning Rush
2024-10-05 07:38:01.239,2024-10-05 08:09:29.630,casual,31.473183333333335,Morning Rush
2024-10-05 07:41:01.303,2024-10-05 07:41:21.227,casual,0.3320666666666667,Morning Rush
2024-10-05 07:42:11.549,2024-10-05 07:53:36.679,casual,11.418833333333334,Morning Rush
2024-10-05 07:42:28.129,2024-10-05 08:04:03.544,member,21.59025,Morning Rush
2024-10-05 07:42:41.959,2024-10-05 07:54:01.302,member,11.322383333333333,Morning Rush
2024-10-05 07:45:00.675,2024-10-05 08:01:11.633,casual,16.18263333333333,Morning Rush
2024-10-05 07:46:06.501,2024-10-05 07:52:58.931,member,6.873833333333334,Morning Rush
2024-10-05 07:48:16.336,2024-10-05 08:02:36.051,member,14.328583333333334,Morning Rush
2024-10-05 07:50:41.904,2024-10-05 07:56:34.531,casual,5.877116666666667,Morning Rush
2024-10-05 07:52:17.211,2024-10-05 07:55:16.036,member,2.9804166666666663,Morning Rush
2024-10-05 07:52:20.513,2024-10-05 08:00:47.136,member,8.443716666666667,Morning Rush
2024-10-05 07:53:02.866,2024-10-05 07:56:31.582,member,3.4786,Morning Rush
2024-10-05 07:54:10.729,2024-10-05 09:58:44.768,casual,124.56731666666666,Morning Rush
2024-10-05 07:54:38.422,2024-10-05 08:00:19.042,member,5.6770000000000005,Morning Rush
2024-10-05 07:54:53.320,2024-10-05 08:39:26.546,casual,44.55376666666667,Morning Rush
2024-10-05 07:56:03.724,2024-10-05 08:10:52.252,member,14.8088,Morning Rush
2024-10-05 07:56:38.970,2024-10-05 07:58:49.359,member,2.17315,Morning Rush
2024-10-05 07:58:34.704,2024-10-05 08:14:45.214,member,16.175166666666666,Morning Rush
2024-10-05 07:59:20.811,2024-10-05 08:02:29.344,casual,3.1422166666666667,Morning Rush
2024-10-05 07:59:23.073,2024-10-05 08:02:47.922,casual,3.41415,Morning Rush
2024-10-05 07:59:37.052,2024-10-05 08:03:30.676,member,3.893733333333333,Morning Rush
2024-10-05 08:00:01.475,2024-10-05 08:07:44.632,casual,7.719283333333333,Morning Rush
2024-10-05 08:00:10.068,2024-10-05 08:05:09.179,member,4.9851833333333335,Morning Rush
2024-10-05 08:01:08.635,2024-10-05 08:09:24.716,member,8.268016666666666,Morning Rush
2024-10-05 08:04:01.780,2024-10-05 08:12:01.859,member,8.001316666666666,Morning Rush
2024-10-05 08:05:12.847,2024-10-05 08:14:15.047,member,9.036666666666667,Morning Rush
2024-10-05 08:06:41.307,2024-10-05 08:49:19.189,casual,42.631366666666665,Morning Rush
2024-10-05 08:07:09.596,2024-10-05 08:12:02.632,casual,4.883933333333333,Morning Rush
2024-10-05 08:08:07.228,2024-10-05 08:10:17.970,member,2.1790333333333334,Morning Rush
2024-10-05 08:08:32.663,2024-10-05 08:17:50.149,member,9.291433333333334,Morning Rush
2024-10-05 08:09:39.776,2024-10-05 08:23:24.690,member,13.748566666666667,Morning Rush
2024-10-05 08:10:33.725,2024-10-05 08:10:46.340,casual,0.21025,Morning Rush
2024-10-05 08:12:30.182,2024-10-05 08:16:43.108,member,4.215433333333333,Morning Rush
2024-10-05 08:12:58.059,2024-10-05 08:22:57.234,member,9.98625,Morning Rush
2024-10-05 08:13:21.153,2024-10-05 08:19:31.480,member,6.172116666666667,Morning Rush
2024-10-05 08:13:31.541,2024-10-05 08:21:03.106,member,7.526083333333333,Morning Rush
2024-10-05 08:18:51.072,2024-10-05 08:27:20.766,casual,8.4949,Morning Rush
2024-10-05 08:19:01.936,2024-10-05 08:26:03.435,member,7.024983333333334,Morning Rush
2024-10-05 08:19:18.005,2024-10-05 08:37:23.141,casual,18.0856,Morning Rush
2024-10-05 08:23:48.014,2024-10-05 08:28:19.979,member,4.532749999999999,Morning Rush
2024-10-05 08:23:49.362,2024-10-05 08:28:31.642,member,4.704666666666666,Morning Rush
2024-10-05 08:23:58.773,2024-10-05 08:31:38.677,member,7.665066666666666,Morning Rush
2024-10-05 08:24:30.462,2024-10-05 09:02:11.867,member,37.690083333333334,Morning Rush
2024-10-05 08:24:54.412,2024-10-05 08:30:36.926,casual,5.708566666666667,Morning Rush
2024-10-05 08:26:28.091,2024-10-05 08:28:47.971,member,2.3313333333333333,Morning Rush
2024-10-05 08:27:01.503,2024-10-05 08:29:59.890,casual,2.973116666666667,Morning Rush
2024-10-05 08:28:16.506,2024-10-05 08:32:41.957,casual,4.424183333333334,Morning Rush
2024-10-05 08:29:31.398,2024-10-05 08:40:01.582,member,10.503066666666665,Morning Rush
2024-10-05 08:29:58.304,2024-10-05 08:41:42.926,casual,11.743699999999999,Morning Rush
2024-10-05 08:30:17.319,2024-10-05 08:41:36.946,member,11.327116666666665,Morning Rush
2024-10-05 08:31:17.452,2024-10-05 08:42:23.525,member,11.101216666666666,Morning Rush
2024-10-05 08:31:24.289,2024-10-05 08:51:52.531,member,20.4707,Morning Rush
2024-10-05 08:31:34.551,2024-10-05 08:43:15.106,member,11.675916666666666,Morning Rush
2024-10-05 08:33:27.641,2024-10-05 08:36:07.550,casual,2.6651499999999997,Morning Rush
2024-10-05 08:34:42.552,2024-10-05 08:48:18.585,casual,13.60055,Morning Rush
2024-10-05 08:36:26.924,2024-10-05 08:40:55.454,member,4.475499999999999,Morning Rush
2024-10-05 08:36:36.375,2024-10-05 08:50:40.638,member,14.071050000000001,Morning Rush
2024-10-05 08:38:41.720,2024-10-05 08:56:25.651,member,17.732183333333335,Morning Rush
2024-10-05 08:40:11.156,2024-10-05 08:49:44.281,casual,9.552083333333334,Morning Rush
2024-10-05 08:41:15.826,2024-10-05 08:51:20.496,casual,10.077833333333333,Morning Rush
2024-10-05 08:42:20.021,2024-10-05 08:48:21.417,member,6.023266666666667,Morning Rush
2024-10-05 08:42:49.862,2024-10-05 08:47:59.752,casual,5.164833333333333,Morning Rush
2024-10-05 08:43:16.358,2024-10-05 09:04:16.820,casual,21.0077,Morning Rush
2024-10-05 08:44:43.453,2024-10-05 08:58:52.363,casual,14.1485,Morning Rush
2024-10-05 08:48:14.990,2024-10-05 08:53:00.502,casual,4.758533333333333,Morning Rush
2024-10-05 08:48:22.454,2024-10-05 08:58:16.141,member,9.894783333333333,Morning Rush
2024-10-05 08:48:22.934,2024-10-05 08:53:37.174,member,5.237333333333334,Morning Rush
2024-10-05 08:49:01.325,2024-10-05 09:01:59.578,member,12.970883333333335,Morning Rush
2024-10-05 08:49:54.330,2024-10-05 08:54:53.699,member,4.989483333333334,Morning Rush
2024-10-05 08:50:05.795,2024-10-05 08:54:08.389,member,4.043233333333333,Morning Rush
2024-10-05 08:52:19.252,2024-10-05 09:02:00.866,casual,9.693566666666667,Morning Rush
2024-10-05 08:52:47.490,2024-10-05 09:00:22.083,member,7.57655,Morning Rush
2024-10-05 08:53:02.505,2024-10-05 08:59:53.026,casual,6.842016666666667,Morning Rush
2024-10-05 08:53:27.721,2024-10-05 09:01:43.285,member,8.259400000000001,Morning Rush
2024-10-05 08:56:16.587,2024-10-05 09:08:35.216,casual,12.310483333333334,Morning Rush
2024-10-05 08:56:40.426,2024-10-05 09:09:06.822,member,12.439933333333332,Morning Rush
2024-10-05 08:56:47.516,2024-10-05 09:01:44.384,casual,4.9478,Morning Rush
2024-10-05 08:56:50.349,2024-10-05 09:01:37.926,member,4.79295,Morning Rush
2024-10-05 08:59:22.608,2024-10-05 09:07:21.700,casual,7.984866666666666,Morning Rush
2024-10-05 08:59:59.150,2024-10-05 09:12:32.922,member,12.562866666666668,Morning Rush
2024-10-05 09:00:38.121,2024-10-05 09:03:32.330,casual,2.9034833333333334,Morning Rush
2024-10-05 09:00:48.239,2024-10-05 09:08:12.921,casual,7.411366666666667,Morning Rush
2024-10-05 09:01:06.050,2024-10-05 09:05:51.543,member,4.758216666666667,Morning Rush
2024-10-05 09:01:50.843,2024-10-05 09:03:51.259,member,2.0069333333333335,Morning Rush
2024-10-05 09:02:08.134,2024-10-05 09:10:59.011,member,8.847949999999999,Morning Rush
2024-10-05 09:02:22.719,2024-10-05 09:07:45.933,casual,5.3869,Morning Rush
2024-10-05 09:03:24.834,2024-10-05 09:09:25.046,casual,6.003533333333333,Morning Rush
2024-10-05 09:03:34.476,2024-10-05 09:09:44.819,member,6.172383333333333,Morning Rush
2024-10-05 09:03:46.716,2024-10-05 09:23:52.711,member,20.099916666666665,Morning Rush
2024-10-05 09:03:59.724,2024-10-05 09:42:33.992,casual,38.571133333333336,Morning Rush
2024-10-05 09:04:12.086,2024-10-05 09:18:39.132,member,14.450766666666668,Morning Rush
2024-10-05 09:06:50.324,2024-10-05 09:52:32.357,member,45.70055,Morning Rush
2024-10-05 09:07:32.627,2024-10-05 09:19:31.805,member,11.9863,Morning Rush
2024-10-05 09:10:07.063,2024-10-05 09:31:52.888,member,21.76375,Morning Rush
2024-10-05 09:10:34.509,2024-10-05 09:21:58.704,member,11.403250000000002,Morning Rush
2024-10-05 09:11:00.279,2024-10-05 09:19:32.238,member,8.53265,Morning Rush
2024-10-05 09:11:16.692,2024-10-05 09:17:35.319,casual,6.31045,Morning Rush
2024-10-05 09:12:55.430,2024-10-05 09:21:26.913,casual,8.524716666666666,Morning Rush
2024-10-05 09:14:01.283,2024-10-05 09:20:54.275,member,6.8832,Morning Rush
2024-10-05 09:15:13.090,2024-10-05 09:35:00.933,member,19.797383333333336,Morning Rush
2024-10-05 09:16:29.637,2024-10-05 09:30:27.014,member,13.956283333333333,Morning Rush
2024-10-05 09:16:52.091,2024-10-05 09:23:12.552,member,6.3410166666666665,Morning Rush
2024-10-05 09:17:18.410,2024-10-05 09:35:55.471,member,18.617683333333332,Morning Rush
2024-10-05 09:18:35.426,2024-10-05 09:21:31.837,member,2.940183333333333,Morning Rush
2024-10-05 09:19:03.164,2024-10-05 09:21:31.098,member,2.4655666666666667,Morning Rush
2024-10-05 09:20:22.068,2024-10-05 09:29:51.334,member,9.487766666666666,Morning Rush
2024-10-05 09:21:25.414,2024-10-05 09:24:58.723,casual,3.55515,Morning Rush
2024-10-05 09:21:27.899,2024-10-05 09:53:06.737,casual,31.647299999999998,Morning Rush
2024-10-05 09:21:48.009,2024-10-05 09:26:45.514,member,4.9584166666666665,Morning Rush
2024-10-05 09:22:00.925,2024-10-05 09:29:16.032,member,7.251783333333334,Morning Rush
2024-10-05 09:22:15.897,2024-10-05 09:41:21.335,member,19.090633333333336,Morning Rush
2024-10-05 09:22:21.308,2024-10-05 09:32:22.777,member,10.024483333333334,Morning Rush
2024-10-05 09:22:57.784,2024-10-05 09:28:44.118,member,5.772233333333333,Morning Rush
2024-10-05 09:23:03.115,2024-10-05 10:13:30.937,casual,50.4637,Morning Rush
2024-10-05 09:23:07.864,2024-10-05 09:30:34.050,member,7.436433333333333,Morning Rush
2024-10-05 09:23:19.280,2024-10-05 09:27:18.127,member,3.9807833333333336,Morning Rush
2024-10-05 09:24:01.399,2024-10-05 09:34:00.601,member,9.9867,Morning Rush
2024-10-05 09:24:16.107,2024-10-05 09:48:41.070,member,24.41605,Morning Rush
2024-10-05 09:24:41.011,2024-10-05 09:37:28.553,casual,12.792366666666668,Morning Rush
2024-10-05 09:26:04.454,2024-10-05 09:28:25.192,member,2.3456333333333332,Morning Rush
2024-10-05 09:26:07.513,2024-10-05 09:37:38.710,casual,11.51995,Morning Rush
2024-10-05 09:27:42.068,2024-10-05 09:33:13.204,casual,5.518933333333334,Morning Rush
2024-10-05 09:28:57.444,2024-10-05 09:41:25.740,member,12.4716,Morning Rush
2024-10-05 09:28:59.038,2024-10-05 09:30:38.670,member,1.6605333333333334,Morning Rush
2024-10-05 09:29:00.838,2024-10-05 09:43:20.565,member,14.328783333333332,Morning Rush
2024-10-05 09:29:14.794,2024-10-05 09:44:53.577,member,15.646383333333334,Morning Rush
2024-10-05 09:31:05.856,2024-10-05 09:35:34.401,casual,4.475750000000001,Morning Rush
2024-10-05 09:32:55.032,2024-10-05 09:47:04.115,casual,14.151383333333333,Morning Rush
2024-10-05 09:33:23.246,2024-10-05 09:36:50.945,member,3.46165,Morning Rush
2024-10-05 09:34:04.262,2024-10-05 09:46:27.793,casual,12.392183333333332,Morning Rush
2024-10-05 09:35:03.656,2024-10-05 09:39:26.419,member,4.379383333333333,Morning Rush
2024-10-05 09:36:01.930,2024-10-05 10:02:00.350,member,25.973666666666666,Morning Rush
2024-10-05 09:36:19.047,2024-10-05 09:43:06.121,member,6.784566666666667,Morning Rush
2024-10-05 09:38:06.031,2024-10-05 09:47:47.972,member,9.699016666666667,Morning Rush
2024-10-05 09:38:22.086,2024-10-05 09:45:53.655,member,7.52615,Morning Rush
2024-10-05 09:40:36.837,2024-10-05 09:44:49.481,member,4.210733333333334,Morning Rush
2024-10-05 09:40:55.809,2024-10-05 09:45:06.262,casual,4.174216666666667,Morning Rush
2024-10-05 09:41:00.712,2024-10-05 10:02:15.701,member,21.249816666666668,Morning Rush
2024-10-05 09:41:26.215,2024-10-05 09:49:16.547,member,7.838866666666666,Morning Rush
